track_id,type_position,type,position,upper_lower,event_start_s,event_end_s,noisy,fold_conf_1,fold_conf_2,fold_conf_3,fold_conf_4,fold_conf_5,fold_conf_6
49029,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.19,1.72,0,5,test,5,5,5,5
49030,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.73,3.38,0,1,test,1,1,1,1
49031,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.4,2.99,0,2,test,2,2,2,2
49032,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.41,3.22,0,3,test,3,3,3,3
49033,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.49,3.12,0,4,test,4,4,4,4
49034,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.56,2.32,1,5,test,5,5,5,5
49035,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.31,2.02,1,1,test,1,1,1,1
49036,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2,2.8,0,2,test,2,2,2,2
49037,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.98,2.58,1,3,test,3,3,3,3
49038,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.37,3,1,4,test,4,4,4,4
49039,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.96,3.34,1,5,test,5,5,5,5
49040,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.27,2.8,0,1,test,1,1,1,1
49041,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.95,2.5,0,2,test,2,2,2,2
49042,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,3.15,3.7,0,3,test,3,3,3,3
49043,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.2,2.9,0,4,test,4,4,4,4
49044,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.89,2.6,0,5,test,5,5,5,5
49045,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.2,2.8,0,1,test,1,1,1,1
49046,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.91,2.64,0,2,test,2,2,2,2
49047,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.54,3.12,0,3,test,3,3,3,3
49048,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,3.17,3.7,0,4,test,4,4,4,4
49049,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.16,2.84,0,5,test,5,5,5,5
49050,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,1.6,2.16,0,1,test,1,1,1,1
49051,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.03,2.74,0,2,test,2,2,2,2
49052,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.81,3.6,1,3,test,3,3,3,3
49053,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.29,3.02,0,4,test,4,4,4,4
49054,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.2,3.02,0,5,test,5,5,5,5
49055,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.45,3.16,0,1,test,1,1,1,1
49056,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.32,3.04,1,2,test,2,2,2,2
49057,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,3.16,3.68,0,3,test,3,3,3,3
49058,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.52,3.05,0,4,test,4,4,4,4
49059,HD-S5A-R3E,HD,S5A-R3E,two-floors-above,2.37,3.05,0,5,test,5,5,5,5
50000,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,2.07,2.5,0,1,test,1,1,1,1
50001,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.56,2.06,1,2,test,2,2,2,2
50002,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.32,1.92,0,3,test,3,3,3,3
50003,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.59,2.08,0,4,test,4,4,4,4
50004,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,0.83,1.26,1,5,test,5,5,5,5
50005,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.95,2.46,0,1,test,1,1,1,1
50006,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.6,2.08,0,2,test,2,2,2,2
50007,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.79,2.4,0,3,test,3,3,3,3
50008,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.32,2.03,0,4,test,4,4,4,4
50009,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.21,1.71,0,5,test,5,5,5,5
50010,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.74,2.22,0,1,test,1,1,1,1
50011,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.89,2.4,0,2,test,2,2,2,2
50012,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.78,2.2,0,3,test,3,3,3,3
50014,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.91,2.56,0,4,test,4,4,4,4
50015,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.69,2.2,1,5,test,5,5,5,5
50016,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.52,2,0,1,test,1,1,1,1
50017,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.03,1.62,0,2,test,2,2,2,2
50018,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.94,2.48,0,3,test,3,3,3,3
50019,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.4,2.02,0,4,test,4,4,4,4
50020,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,0.66,1.16,0,5,test,5,5,5,5
50021,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.93,2.5,0,1,test,1,1,1,1
50022,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.2,1.9,0,2,test,2,2,2,2
50023,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.41,1.9,0,3,test,3,3,3,3
50024,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.52,2,0,4,test,4,4,4,4
50025,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,2.23,3,0,5,test,5,5,5,5
50026,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,0.88,1.61,0,1,test,1,1,1,1
50027,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.89,2.22,0,2,test,2,2,2,2
50028,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.72,2.2,0,3,test,3,3,3,3
50029,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.37,1.78,1,4,test,4,4,4,4
50030,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.5,1.98,0,5,test,5,5,5,5
50031,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.55,2.04,0,1,test,1,1,1,1
50032,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.71,2.22,0,2,test,2,2,2,2
50033,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,2.65,3.2,0,3,test,3,3,3,3
50034,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.04,1.55,0,4,test,4,4,4,4
50035,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.69,2.22,0,5,test,5,5,5,5
50036,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.97,2.5,1,1,test,1,1,1,1
50037,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.48,2,0,2,test,2,2,2,2
50038,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.18,1.75,0,3,test,3,3,3,3
50039,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.55,1.98,0,4,test,4,4,4,4
50040,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.71,2.25,0,5,test,5,5,5,5
50041,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,2.39,2.88,0,1,test,1,1,1,1
50042,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.04,1.5,0,2,test,2,2,2,2
50043,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.43,1.77,0,3,test,3,3,3,3
50044,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.99,2.4,0,4,test,4,4,4,4
50045,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.75,2.23,0,5,test,5,5,5,5
50046,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.64,2.15,0,1,test,1,1,1,1
50047,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.89,2.4,0,2,test,2,2,2,2
50048,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,0.44,0.94,0,3,test,3,3,3,3
50049,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.72,2.18,0,4,test,4,4,4,4
50050,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,2,2.5,0,5,test,5,5,5,5
50051,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.5,2,0,1,test,1,1,1,1
50052,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,4.24,4.75,1,2,test,2,2,2,2
50053,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.4,2,0,3,test,3,3,3,3
50054,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.93,2.4,0,4,test,4,4,4,4
50055,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.9,2.46,0,5,test,5,5,5,5
50056,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.65,2.25,0,1,test,1,1,1,1
50057,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.4,1.84,0,2,test,2,2,2,2
50058,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,2.06,2.59,0,3,test,3,3,3,3
50059,HH-S5A-R3E,HH,S5A-R3E,two-floors-above,1.27,1.8,1,4,test,4,4,4,4
51000,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.18,2.2,1,5,test,5,5,5,5
51001,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1,2.6,0,1,test,1,1,1,1
51002,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.72,2,0,2,test,2,2,2,2
51003,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.5,2.9,0,3,test,3,3,3,3
51004,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.66,2.4,0,4,test,4,4,4,4
51005,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.8,2.14,0,5,test,5,5,5,5
51006,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.1,2.13,0,1,test,1,1,1,1
51007,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.27,2.65,0,2,test,2,2,2,2
51008,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.56,2.2,0,3,test,3,3,3,3
51009,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.42,2,0,4,test,4,4,4,4
51010,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.6,1.9,1,5,test,5,5,5,5
51011,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.88,2.24,0,1,test,1,1,1,1
51012,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.45,1.8,1,2,test,2,2,2,2
51013,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.7,2.18,0,3,test,3,3,3,3
51014,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,2.01,2.62,0,4,test,4,4,4,4
51015,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.81,2.06,0,5,test,5,5,5,5
51016,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.42,1.98,0,1,test,1,1,1,1
51017,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.38,2.05,1,2,test,2,2,2,2
51018,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.28,2.52,1,3,test,3,3,3,3
51019,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.9,2.21,0,4,test,4,4,4,4
51020,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.58,2.94,1,5,test,5,5,5,5
51021,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.95,2.28,0,1,test,1,1,1,1
51022,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.02,2.26,0,2,test,2,2,2,2
51023,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.52,2.76,0,3,test,3,3,3,3
51024,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.95,2.34,0,4,test,4,4,4,4
51025,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.75,2.12,0,5,test,5,5,5,5
51026,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.35,1.96,0,1,test,1,1,1,1
51027,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.96,2.1,0,2,test,2,2,2,2
51028,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.4,2.6,0,3,test,3,3,3,3
51029,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.65,2.08,0,4,test,4,4,4,4
51030,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.7,2.2,0,5,test,5,5,5,5
51031,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,2.04,2.84,0,1,test,1,1,1,1
51032,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.58,1.94,0,2,test,2,2,2,2
51033,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.76,1.98,1,3,test,3,3,3,3
51034,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.58,2.38,0,4,test,4,4,4,4
51035,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.4,2.86,0,5,test,5,5,5,5
51036,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1,2.64,0,1,test,1,1,1,1
51037,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.72,2.25,0,2,test,2,2,2,2
51038,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.22,2.3,0,3,test,3,3,3,3
51039,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.68,2.12,0,4,test,4,4,4,4
51040,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.48,1.72,1,5,test,5,5,5,5
51041,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.22,2.65,1,1,test,1,1,1,1
51042,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.35,2.52,0,2,test,2,2,2,2
51043,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.42,1.46,0,3,test,3,3,3,3
51044,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,0.98,2.15,1,4,test,4,4,4,4
51045,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.18,2.5,0,5,test,5,5,5,5
51046,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.2,2.5,0,1,test,1,1,1,1
51047,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.16,2.58,0,2,test,2,2,2,2
51048,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.25,2.54,0,3,test,3,3,3,3
51049,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.04,2.02,0,4,test,4,4,4,4
51050,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.22,2.44,0,5,test,5,5,5,5
51051,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.16,2.44,0,1,test,1,1,1,1
51052,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.6,3.16,1,2,test,2,2,2,2
51053,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.31,2.63,1,3,test,3,3,3,3
51054,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.06,2.68,1,4,test,4,4,4,4
51055,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.42,2.66,0,5,test,5,5,5,5
51056,CD-S5A-R3E,CD,S5A-R3E,two-floors-above,1.09,2.35,0,1,test,1,1,1,1
52000,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.5,2.3,0,2,2,test,2,2,2
52001,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.11,2.8,0,3,3,test,3,3,3
52002,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.09,2.5,0,4,4,test,4,4,4
52003,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.7,2.3,1,5,5,test,5,5,5
52004,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.33,3,0,1,1,test,1,1,1
52005,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.79,2.87,0,2,2,test,2,2,2
52006,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,0.75,1.3,1,3,3,test,3,3,3
52007,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.67,2.2,1,4,4,test,4,4,4
52008,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.88,2.7,0,5,5,test,5,5,5
52009,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.66,2.23,0,1,1,test,1,1,1
52010,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,0.88,1.5,0,2,2,test,2,2,2
52011,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,0.51,1.08,1,3,3,test,3,3,3
52012,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.13,1.62,0,4,4,test,4,4,4
52013,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.9,2.43,0,5,5,test,5,5,5
52014,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.78,2.25,0,1,1,test,1,1,1
52015,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.16,2.61,1,2,2,test,2,2,2
52016,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.63,2.18,0,3,3,test,3,3,3
52017,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.62,2.2,1,4,4,test,4,4,4
52018,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.79,2.34,0,5,5,test,5,5,5
52019,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.89,2.27,0,1,1,test,1,1,1
52020,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.86,2.33,1,2,2,test,2,2,2
52021,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,0.89,1.5,1,3,3,test,3,3,3
52022,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.56,2.03,0,4,4,test,4,4,4
52023,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.44,2.96,1,5,5,test,5,5,5
52024,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.14,1.78,0,1,1,test,1,1,1
52025,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.2,2.7,0,2,2,test,2,2,2
52026,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.46,2.04,1,3,3,test,3,3,3
52027,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.49,2.3,1,4,4,test,4,4,4
52028,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.67,2.4,0,5,5,test,5,5,5
52029,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.04,2.42,0,1,1,test,1,1,1
52030,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.76,2.15,0,2,2,test,2,2,2
52031,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.65,2.29,0,3,3,test,3,3,3
52032,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.7,2.25,0,4,4,test,4,4,4
52033,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.91,2.5,0,5,5,test,5,5,5
52034,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.9,2.45,0,1,1,test,1,1,1
52035,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,3.66,4.45,1,2,2,test,2,2,2
52036,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,0.86,1.72,0,3,3,test,3,3,3
52037,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.33,1.85,0,4,4,test,4,4,4
52038,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.32,2.14,0,5,5,test,5,5,5
52039,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.73,2.55,0,1,1,test,1,1,1
52040,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.93,2.52,0,2,2,test,2,2,2
52041,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.76,2.4,0,3,3,test,3,3,3
52042,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.93,2.76,0,4,4,test,4,4,4
52043,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.66,2.22,0,5,5,test,5,5,5
52044,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.88,2.36,0,1,1,test,1,1,1
52045,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.08,2.5,0,2,2,test,2,2,2
52046,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.19,2.75,0,3,3,test,3,3,3
52047,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.2,2.7,0,4,4,test,4,4,4
52048,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.13,1.75,0,5,5,test,5,5,5
52049,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.61,2.3,0,1,1,test,1,1,1
52050,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.4,1.95,0,2,2,test,2,2,2
52051,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.58,3.36,1,3,3,test,3,3,3
52052,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.59,2.4,0,4,4,test,4,4,4
52053,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.75,2.3,0,5,5,test,5,5,5
52054,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.97,2.56,0,1,1,test,1,1,1
52055,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.58,2.05,0,2,2,test,2,2,2
52056,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.77,2.37,0,3,3,test,3,3,3
52057,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.37,3.2,1,4,4,test,4,4,4
52058,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,2.45,2.96,1,5,5,test,5,5,5
52059,MB-S5B-R3E,MB,S5B-R3E,two-floors-above,1.6,2.7,0,1,1,test,1,1,1
53000,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.3,1.84,0,2,2,test,2,2,2
53001,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.46,1.93,0,3,3,test,3,3,3
53002,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.86,2.48,0,4,4,test,4,4,4
53003,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.04,1.53,0,5,5,test,5,5,5
53004,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.79,2.38,0,1,1,test,1,1,1
53005,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.05,2.66,0,2,2,test,2,2,2
53006,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.18,1.65,0,3,3,test,3,3,3
53007,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.3,1.88,0,4,4,test,4,4,4
53008,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.78,3.23,1,5,5,test,5,5,5
53009,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.26,2.85,0,1,1,test,1,1,1
53010,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.55,2.98,0,2,2,test,2,2,2
53011,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.25,2.82,0,3,3,test,3,3,3
53012,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.14,1.6,0,4,4,test,4,4,4
53013,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.38,2.96,0,5,5,test,5,5,5
53014,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.78,2.36,0,1,1,test,1,1,1
53015,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.48,3.05,0,2,2,test,2,2,2
53016,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.74,2.25,0,3,3,test,3,3,3
53017,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.36,3,0,4,4,test,4,4,4
53018,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.8,2.3,1,5,5,test,5,5,5
53019,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.93,2.62,0,1,1,test,1,1,1
53020,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.44,2.05,0,2,2,test,2,2,2
53021,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.17,2.7,0,3,3,test,3,3,3
53022,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.02,2.63,0,4,4,test,4,4,4
53023,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.27,2.82,0,5,5,test,5,5,5
53024,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.72,2.25,0,1,1,test,1,1,1
53025,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.01,2.5,0,2,2,test,2,2,2
53026,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.21,2.77,0,3,3,test,3,3,3
53027,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.78,2.18,0,4,4,test,4,4,4
53028,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.12,1.58,0,5,5,test,5,5,5
53029,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.81,2.42,0,1,1,test,1,1,1
53030,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.27,2.79,0,2,2,test,2,2,2
53031,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,0.67,1.25,0,3,3,test,3,3,3
53032,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.38,3.04,1,4,4,test,4,4,4
53033,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.47,1.97,0,5,5,test,5,5,5
53034,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.67,2.23,0,1,1,test,1,1,1
53035,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.04,3.38,0,2,2,test,2,2,2
53036,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.28,2.72,0,3,3,test,3,3,3
53037,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.13,2.7,1,4,4,test,4,4,4
53038,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.35,3.04,0,5,5,test,5,5,5
53039,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.51,2.22,1,1,1,test,1,1,1
53040,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.08,2.75,0,2,2,test,2,2,2
53041,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.11,1.7,0,3,3,test,3,3,3
53042,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.88,2.34,0,4,4,test,4,4,4
53043,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.25,3.08,0,5,5,test,5,5,5
53044,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,0.67,1.14,0,1,1,test,1,1,1
53045,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.56,2.98,0,2,2,test,2,2,2
53046,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.38,2.9,1,3,3,test,3,3,3
53047,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.08,2.62,0,4,4,test,4,4,4
53048,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,2.75,3.2,1,5,5,test,5,5,5
53049,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.23,1.8,0,1,1,test,1,1,1
53050,HD-S5B-R3E,HD,S5B-R3E,two-floors-above,1.78,2.36,1,2,2,test,2,2,2
