,track-id,building,type,position,type-position,x-pos,y-pos,z-pos,floor,noisy,event-start-s,event-end-s
7378,C-034003.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,1.62,2.2
7379,C-034004.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.08,2.75
7380,C-034005.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.73,2.4
7381,C-034006.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.09,2.74
7382,C-034007.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.45,3.1
7383,C-034008.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.84,2.45
7384,C-034009.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.3,3
7385,C-034010.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.3,3
7386,C-034011.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.86,2.6
7387,C-034012.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,1.86,2.4
7388,C-034013.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.37,3.05
7389,C-034014.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2,2.6
7390,C-034015.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.42,2.05
7391,C-034016.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.32,3
7392,C-034017.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.63,3.3
7393,C-034018.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.45,3.18
7394,C-034019.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.15,2.9
7395,C-034020.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,1.79,2.6
7396,C-034021.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2,2.8
7397,C-034022.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.16,2.85
7398,C-034023.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.49,2.2
7399,C-034024.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.21,3
7400,C-034025.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,1.7,2.4
7401,C-034026.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.2,2.9
7402,C-034027.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,1.83,2.4
7403,C-034028.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.75,2.5
7404,C-034029.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.53,2.2
7405,C-034030.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.2,3
7406,C-034031.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2,2.7
7407,C-034032.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.96,2.7
7408,C-034033.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.1,2.8
7409,C-034034.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.7,2.38
7410,C-034035.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.85,2.6
7411,C-034036.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.98,2.7
7412,C-034037.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.34,3
7413,C-034038.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.48,3.2
7414,C-034039.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.59,2.35
7415,C-034040.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.37,3.05
7416,C-034041.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.83,2.6
7417,C-034042.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.22,3
7418,C-034043.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.94,2.6
7419,C-034044.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.65,2.3
7420,C-034045.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.95,2.5
7421,C-034046.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.79,2.35
7422,C-034047.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.41,3
7423,C-034048.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.65,2.3
7424,C-034049.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.38,3
7425,C-034050.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.08,2.8
7426,C-034051.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.9,2.61
7427,C-034052.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.37,3.1
7428,C-034053.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2,2.7
7429,C-034054.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.36,3.2
7430,C-034055.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,1.97,2.65
7431,C-034056.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.98,2.6
7432,C-034057.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,2.14,2.8
7433,C-034058.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,1,2.02,2.7
7434,C-034059.m4a,C,HH,S5A-R4E,HH-S5A-R4E,-1.65,1.55,1,1,0,1.45,2.2
7435,C-035000.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.48,1.75
7436,C-035001.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.92,2.4
7437,C-035002.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.88,2.35
7438,C-035003.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.7,2
7439,C-035004.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.05,2.65
7440,C-035005.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.82,2.35
7441,C-035006.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.1,2.6
7442,C-035007.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.58,2
7443,C-035008.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.8,3.22
7444,C-035009.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.35,2.75
7445,C-035010.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.52,1.9
7446,C-035011.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.64,2.12
7447,C-035012.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.85,2.35
7448,C-035013.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.65,2.5
7449,C-035014.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.9,2.4
7450,C-035015.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.65,2.15
7451,C-035016.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.04,2.35
7452,C-035017.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.8,2.35
7453,C-035018.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.8,2.2
7454,C-035019.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.1,2.6
7455,C-035020.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.65,1.9
7456,C-035021.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,1,1.3,2.85
7457,C-035022.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.2,2.6
7458,C-035023.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.12,2.5
7459,C-035024.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.6,3.05
7460,C-035025.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.45,1.67
7461,C-035026.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.2,2.6
7462,C-035027.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,1,0.9,2.25
7463,C-035028.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.3,2.8
7464,C-035029.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.1,2.5
7465,C-035030.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1,2.5
7466,C-035031.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,1,0.6,2
7467,C-035032.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,1,0.9,2.5
7468,C-035033.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.3,2.62
7469,C-035034.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.52,1.82
7470,C-035035.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.44,1.8
7471,C-035036.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.92,2.25
7472,C-035037.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.68,2.2
7473,C-035038.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.88,2.3
7474,C-035039.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,1,0.9,2.35
7475,C-035040.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,1,1.12,2.65
7476,C-035041.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.7,1.98
7477,C-035042.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.65,2.2
7478,C-035043.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.95,2.5
7479,C-035044.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.45,3
7480,C-035045.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.3,2.65
7481,C-035046.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.68,2.08
7482,C-035047.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.8,2.05
7483,C-035048.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.9,2.4
7484,C-035049.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.48,2.05
7485,C-035050.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.3,2.68
7486,C-035051.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.5,2.95
7487,C-035052.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.6,2.2
7488,C-035053.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.7,2.2
7489,C-035054.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.3,2.58
7490,C-035055.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1,2.5
7491,C-035056.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.65,2.1
7492,C-035057.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.85,2.35
7493,C-035058.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,0.7,2.2
7494,C-035059.m4a,C,CD,S5A-R4E,CD-S5A-R4E,-1.65,1.55,1,1,0,1.4,2.75
7495,C-036000.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.34,2
7496,C-036001.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.49,2.2
7497,C-036002.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.07,1.95
7498,C-036003.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.33,2.1
7499,C-036004.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,2.28,3
7500,C-036005.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.5,2.2
7501,C-036006.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.44,2.2
7502,C-036007.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.97,2.6
7503,C-036008.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.09,1.75
7504,C-036009.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.48,2
7505,C-036010.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.69,2.4
7506,C-036011.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.4,2.05
7507,C-036012.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.4,2.05
7508,C-036013.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.54,2.2
7509,C-036014.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.24,1.88
7510,C-036015.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.66,2.3
7511,C-036016.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,0.88,1.6
7512,C-036017.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.64,2.38
7513,C-036018.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.76,2.42
7514,C-036019.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.94,2.6
7515,C-036020.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.01,1.8
7516,C-036021.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,2.15,2.65
7517,C-036022.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,0.38,1
7518,C-036023.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.68,2.42
7519,C-036024.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,0.5,1.02
7520,C-036025.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.92,2.74
7521,C-036026.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.56,2.6
7522,C-036027.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.5,2.05
7523,C-036028.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.86,2.8
7524,C-036029.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.58,2.2
7525,C-036030.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.68,2.6
7526,C-036031.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.92,2.6
7527,C-036032.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.74,2.4
7528,C-036033.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.54,2.05
7529,C-036034.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.36,2.2
7530,C-036035.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,2.42,3.3
7531,C-036036.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.9,2.92
7532,C-036037.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.1,1.72
7533,C-036038.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,0.88,2
7534,C-036039.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.3,1.8
7535,C-036040.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.24,1.8
7536,C-036041.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.12,1.78
7537,C-036042.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.78,2.6
7538,C-036043.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.38,2.15
7539,C-036044.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.44,2.15
7540,C-036045.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.6,2.2
7541,C-036046.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.82,2.58
7542,C-036047.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,2.1,2.74
7543,C-036048.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.56,2.2
7544,C-036049.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.52,2.2
7545,C-036050.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.82,2.5
7546,C-036051.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,3.5,4.2
7547,C-036052.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,0.95,1.82
7548,C-036053.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,1.35,2
7549,C-036054.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,2.16,2.78
7550,C-036055.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,2.18,2.8
7551,C-036056.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.54,2.2
7552,C-036057.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,1.86,2.6
7553,C-036058.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,0,2,2.6
7554,C-036059.m4a,C,MB,S5B-R4E,MB-S5B-R4E,1.7,0.85,1,1,1,2.08,2.8
7555,C-037000.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.55,3.22
7556,C-037001.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.22,2.75
7557,C-037002.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.97,2.9
7558,C-037003.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,0.67,1.25
7559,C-037004.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.88,2.6
7560,C-037005.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.19,1.8
7561,C-037006.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,1.31,2
7562,C-037007.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.24,3.05
7563,C-037008.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.21,3
7564,C-037009.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.11,2.8
7565,C-037010.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.07,3.02
7566,C-037011.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.78,2.46
7567,C-037012.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.9,2.64
7568,C-037013.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.23,2.8
7569,C-037014.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,0.76,1.65
7570,C-037015.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,0.58,1.4
7571,C-037016.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.36,2.22
7572,C-037017.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.09,2.85
7573,C-037018.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.31,1.95
7574,C-037019.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.2,2.88
7575,C-037020.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,1.95,2.65
7576,C-037021.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.09,2.8
7577,C-037022.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.56,3.2
7578,C-037023.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,0.87,1.65
7579,C-037024.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2,2.8
7580,C-037025.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.8,2.6
7581,C-037026.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.08,2.8
7582,C-037027.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,1.26,2
7583,C-037028.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.32,3.01
7584,C-037029.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.85,3.7
7585,C-037030.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.15,2.8
7586,C-037031.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.53,3.2
7587,C-037032.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.27,1.96
7588,C-037033.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.7,3.4
7589,C-037034.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.02,1.64
7590,C-037035.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.77,2.55
7591,C-037036.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.18,2.9
7592,C-037037.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.99,2.75
7593,C-037038.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.22,1.76
7594,C-037039.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.26,1.96
7595,C-037040.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.18,1.86
7596,C-037041.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,0.44,1.2
7597,C-037042.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.18,2.95
7598,C-037043.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.21,1.96
7599,C-037044.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,0.52,1.4
7600,C-037045.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.06,2.6
7601,C-037046.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.51,3.4
7602,C-037047.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.16,1.8
7603,C-037048.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.3,2
7604,C-037049.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.25,2.88
7605,C-037050.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.88,2.6
7606,C-037051.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.04,1.7
7607,C-037052.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.84,2.55
7608,C-037053.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.25,3
7609,C-037054.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.57,2.4
7610,C-037055.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,2.32,3
7611,C-037056.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,1,1.76,2.4
7612,C-037057.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.62,2.3
7613,C-037058.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,1.96,2.56
7614,C-037059.m4a,C,HD,S5B-R4E,HD-S5B-R4E,1.7,0.85,1,1,0,2.64,3.4
7615,C-038000.m4a,C,HH,S5B-R4E,HH-S5B-R4E,1.7,0.85,1,1,0,2.4,3
7616,C-038001.m4a,C,HH,S5B-R4E,HH-S5B-R4E,1.7,0.85,1,1,0,1.75,2.25
